ProductID,ProductName,Category,SubCategory,Brand,UnitCost,UnitPrice,Supplier,LaunchDate,ProductStatus
PROD00062,PixelShot 200 2,Electronics,Camera,Havells,17920.00,21100.00,South India Distribution,2022-09-15,Active
PROD00492,PowerGuard 1500 2,Office Equipment,UPS,Samsung,10970.00,13000.00,Global Tech Distributors,2025-09-06,Active
PROD00178,PowerGo Pro 3,Mobile & Accessories,Power Bank,Sony,22990.00,32500.00,Western Trade House,2022-11-22,Active
PROD00194,NexWatch Active 4,Mobile & Accessories,Smartwatch,JBL,25590.00,38100.00,Urban Retail Supply,2025-06-12,Active
PROD00055,SmartView 65 5,Electronics,Television,Havells,61750.00,87000.00,Global Tech Distributors,13/06/2025,Active
PROD00038,ViewMax Office 22 3,Electronics,Monitor,Canon,81230.00,118800.00,Prime Distribution India,2023-01-22,Active
PROD00307,ErgoOffice Pro 2,Furniture,Office Chair,Boat,26610.00,36600.00,Apex Supply Co,10/02/2025,Active
PROD00123,SoundBeat Buds 3,Mobile & Accessories,Earbuds,Boat,56190.00,81300.00,Western Trade House,2023-01-23,Active
PROD00410,PrintPro 220 5,Office Equipment,Printer,JBL,51860.00,69000.00,South India Distribution,2023-06-04,Active
PROD00449,visioncast 4000 4,Office Equipment,Projector,NexTech,71340.00,92700.00,Bharat Electronics Supply,2025-06-17,Active
PROD00450,VisionCast 4000 5,Office Equipment,Projector,Voltas,36380.00,44400.00,National Consumer Products,2023-11-06,Active
PROD00311,ERGOOFFICE EXECUTIVE 1,Furniture,Office Chair,Dyson,24750.00,33300.00,Global Tech Distributors,2022-10-15,Discontinued
PROD00291,BreezeCool Tower 1,Home Appliances,Air Cooler,Logitech,68740.00,95600.00,Western Trade House,2023-02-22,Active
PROD00001,NexBook Pro 14 1,Electronics,Laptop,Sony,35140.00,46900.00,Metro Wholesale,2024-11-14,Active
PROD00167,PowerGo 20000 2,Mobile & Accessories,Power Bank,Godrej,52720.00,61500.00,Global Tech Distributors,2022-03-06,Active
PROD00337,WorkDesk Compact 2,Furniture,Desk,Canon,6820.00,8300.00,Prime Distribution India,2023-04-12,Active
PROD00413,PrintPro Laser 3,Office Equipment,Printer,Voltas,28530.00,40000.00,Global Tech Distributors,2023-01-27,Discontinued
PROD00406,PrintPro 220 1,Office Equipment,Printer,Godrej,34910.00,40600.00,,2022-10-28,Discontinued
PROD00089,SoundBeat Pro 4,Electronics,Speaker,Epson,15370.00,20900.00,Bharat Electronics Supply,2023-05-21,Active
PROD00192,NexWatch Active 2,Mobile & Accessories,Smartwatch,Havells,28210.00,41000.00,Western Trade House,2025-05-06,Active
PROD00460,VisionCast Pro 5,Office Equipment,Projector,IFB,50740.00,63800.00,Bharat Electronics Supply,2023-04-30,Active
PROD00111,nexphone pro 1,MOBILE & ACCESSORIES,Smartphone,Ikea,35900.00,45400.00,Apex Supply Co,2023-10-13,Active
PROD00125,SoundBeat Buds 5,Mobile & Accessories,Earbuds,Asus,25350.00,39900.00,Western Trade House,2023-01-02,Active
PROD00029,ViewMax 27 4,Electronics,Monitor,JBL,36980.00,43100.00,Eastern Trade Links,2025-10-01,Active
PROD00426,ScanFast 400 1,Office Equipment,Scanner,Lenovo,42460.00,54800.00,Bharat Electronics Supply,2025-11-28,Discontinued
PROD00308,ErgoOffice Pro 3,Furniture,Office Chair,Sony,19520.00,23000.00,Metro Wholesale,2025-01-02,Active
PROD00334,WorkDesk Executive 4,Furniture,Desk,Asus,8000.00,11700.00,Metro Wholesale,2024-05-31,Active
PROD00280,HeatWave Convection 5,Home Appliances,Microwave,Havells,17220.00,22900.00,Bharat Electronics Supply,2023-03-25,Active
PROD00431,ScanFast Duplex 1,Office Equipment,Scanner,Asus,18250.00,24500.00,National Consumer Products,2023-09-26,Discontinued
PROD00068,PixelShot 400 3,Electronics,Camera,LG,95840.00,115000.00,Western Trade House,2022-03-19,Active
PROD00048,SmartView 55 3,Electronics,Television,Lenovo,64030.00,79700.00,Eastern Trade Links,2023-07-04,Active
PROD00246,WashPro 7KG 1,Home Appliances,Washing Machine,Whirlpool,18150.00,22400.00,Metro Wholesale,2024-03-15,Active
PROD00107,NexPhone X2 2,Mobile & Accessories,Smartphone,Sony,16760.00,21100.00,National Consumer Products,2023-03-26,Discontinued
PROD00142,FastCharge 20W 2,Mobile & Accessories,Charger,Ikea,58920.00,74100.00,Metro Wholesale,2023-06-06,Discontinued
PROD00090,SoundBeat Pro 5,Electronics,Speaker,Logitech,43100.00,50200.00,Apex Supply Co,2022-06-29,Active
PROD00223,PowerCool 1.0T 3,Home Appliances,Air Conditioner,Boat,49790.00,73900.00,Global Tech Distributors,2022-08-26,Active
PROD00254,WashPro 8KG 4,HOME APPLIANCES,Washing Machine,Voltas,21440.00,29000.00,Western Trade House,2023-06-05,Active
PROD00260,WashPro FrontLoad 5,Home Appliances,Washing Machine,JBL,51030.00,64700.00,Eastern Trade Links,2024-03-17,Discontinued
PROD00150,FastCharge 45W 5,Mobile & Accessories,Charger,IFB,43500.00,62100.00,Urban Retail Supply,2024-03-30,Active
PROD00262,HeatWave 20L 2,Home Appliances,Microwave,Whirlpool,38590.00,57900.00,Metro Wholesale,2025-02-13,Active
PROD00417,PrintPro Color 2,Office Equipment,Printer,Philips,68480.00,84800.00,Metro Wholesale,2023-02-14,Active
PROD00401,PrintPro 120 1,Office Equipment,Printer,Dyson,71000.00,87200.00,Urban Retail Supply,2024-05-22,Active
PROD00103,NexPhone X1 3,Mobile & Accessories,Smartphone,Logitech,62470.00,80900.00,Bharat Electronics Supply,2024-09-01,Active
PROD00396,OfficeCab Storage 1,Furniture,Cabinet,Ikea,13220.00,16200.00,Metro Wholesale,2024-08-12,Active
PROD00207,CoolMax 350L 2,Home Appliances,Refrigerator,Sony,6730.00,8700.00,Apex Supply Co,2024-05-26,Active
PROD00250,WASHPRO 7KG 5,Home Appliances,Washing Machine,Boat,3490.00,4000.00,Urban Retail Supply,08/10/2023,Active
PROD00463,SecureCut 10 3,Office Equipment,Shredder,IFB,16990.00,22600.00,Western Trade House,2023-04-09,Active
PROD00297,BreezeCool Desert 2,Home Appliances,Air Cooler,Philips,34120.00,54300.00,Metro Wholesale,2023-04-16,Active
PROD00161,POWERGO 10000 1,Mobile & Accessories,Power Bank,Boat,4250.00,5400.00,Western Trade House,2025-11-22,Active
PROD00002,NexBook Pro 14 2,Electronics,Laptop,Acer,60200.00,83800.00,Western Trade House,2024-05-11,Active
PROD00078,PixelShot Mirrorless 3,Electronics,Camera,Samsung,44130.00,56500.00,Eastern Trade Links,2024-11-23,Active
PROD00356,Comfort Sofa Premium 1,Furniture,Sofa,Lenovo,4350.00,6600.00,Global Tech Distributors,2024-06-18,Active
PROD00398,OfficeCab Storage 3,Furniture,Cabinet,Canon,23060.00,27800.00,Global Tech Distributors,2025-02-11,Active
PROD00414,PrintPro Laser 4,Office Equipment,Printer,Epson,7020.00,9500.00,Urban Retail Supply,2026-01-21,Active
PROD00343,Comfort Sofa 2S 3,Furniture,Sofa,Godrej,41150.00,56800.00,Bharat Electronics Supply,02/04/2022,Active
PROD00011,NexBook Business 15 1,Electronics,Laptop,JBL,25690.00,38900.00,Bharat Electronics Supply,2025-03-01,Discontinued
PROD00327,WorkDesk 150 2,Furniture,Desk,Whirlpool,7400.00,10100.00,National Consumer Products,2024-12-18,Active
PROD00424,ScanFast 200 4,Office Equipment,Scanner,IFB,11230.00,18000.00,Metro Wholesale,2023-07-18,Active
PROD00008,NexBook Air 13 3,Electronics,Laptop, Whirlpool ,5410.00,8200.00,Global Tech Distributors,2024-01-26,Active
PROD00346,Comfort Sofa 3S 1,Furniture,Sofa,JBL,26210.00,41300.00,Apex Supply Co,2023-12-26,Active
PROD00091,SoundBeat Tower 1,Electronics,Speaker,Asus,73400.00,103700.00,Western Trade House,2022-12-11,Active
PROD00072,PixelShot Pro 2,Electronics,Camera,IFB,97590.00,117900.00,Bharat Electronics Supply,2024-01-06,Active
PROD00389,OfficeCab 3Door 4,Furniture,Cabinet,NexTech,17710.00,24300.00,Global Tech Distributors,2025-05-26,Active
PROD00332,WorkDesk Executive 2,Furniture,Desk,Samsung,14860.00,21400.00,Eastern Trade Links,2024-01-07,Active
PROD00482,PowerGuard 600 2,Office Equipment,UPS,Ikea,23310.00,26600.00,Metro Wholesale,2023-09-18,Active
PROD00035,ViewMax Ultra 32 5,Electronics,Monitor,Dell,61450.00,82500.00,Bharat Electronics Supply,2024-06-07,Active
PROD00433,ScanFast Duplex 3,Office Equipment,Scanner,JBL,18530.00,28900.00,South India Distribution,2022-07-27,Active
PROD00251,WashPro 8KG 1,Home Appliances,Washing Machine,Sony,26790.00,35700.00,Urban Retail Supply,2024-12-02,Active
PROD00109,NexPhone X2 4,Mobile & Accessories,Smartphone,Ikea,57230.00,77900.00,Global Tech Distributors,2022-08-10,Active
PROD00198,NexWatch Classic 3,Mobile & Accessories,Smartwatch,Godrej,38910.00,62700.00,National Consumer Products,2022-11-19,Active
PROD00113,NexPhone Pro 3,Mobile & Accessories,Smartphone,NexTech,42660.00,63700.00,Bharat Electronics Supply,2023-06-04,Active
PROD00354,Comfort Sofa LShape 4,Furniture,Sofa,Havells,29800.00,36700.00,Western Trade House,2023-01-17,Discontinued
PROD00063,PixelShot 200 3,Electronics,Camera,Dyson,72930.00,91000.00,Urban Retail Supply,2024-05-19,Active
PROD00102,NexPhone X1 2,Mobile & Accessories,Smartphone,HP,1700.00,2100.00,Urban Retail Supply,2025-12-08,Active
PROD00405,PrintPro 120 5,OFFICE EQUIPMENT,Printer,Sony,56260.00,66800.00,Global Tech Distributors,2025-11-13,Active
PROD00363,BookSpace 4Tier 3,Furniture,Bookshelf,JBL,18900.00,29800.00,Eastern Trade Links,2022-11-18,Discontinued
PROD00434,ScanFast Duplex 4,Office Equipment,Scanner,IFB,51620.00,64000.00,Urban Retail Supply,2023-08-22,Active
PROD00289,BreezeCool 30L 4,Home Appliances,Air Cooler,JBL,81120.00,94800.00,Bharat Electronics Supply,2022-11-03,Active
